,Title,Author,Published,Link
421,QoS within Business Grid Quality of Service (BGQoS),"Al Bodour, R.",Sep 2015,https://pureportal.coventry.ac.uk/en/publications/qos-within-business-grid-quality-of-service-bgqos-2
422,High level QoS-driven model for Grid applications in a simulated environment,"Al-Bodour, R.",Jul 2012,https://pureportal.coventry.ac.uk/en/publications/high-level-qos-driven-model-for-grid-applications-in-a-simulated--2
423,An extension of GridSim for quality of service,"Al Bodour, R.",14 Apr 2010,https://pureportal.coventry.ac.uk/en/publications/an-extension-of-gridsim-for-quality-of-service
424,A New Method for Semi-Supervised Segmentation of Satellite Images,"Sharifzadeh, S.",Mar 2021,https://pureportal.coventry.ac.uk/en/publications/a-new-method-for-semi-supervised-segmentation-of-satellite-images
425,FPGA-Based Processor Acceleration for Image Processing Applications,"Amiri, S.",13 Jan 2019,https://pureportal.coventry.ac.uk/en/publications/fpga-based-processor-acceleration-for-image-processing-applicatio
426,Simultaneous multiprocessing in a software-defined heterogeneous FPGA,"Amiri, S.",Aug 2019,https://pureportal.coventry.ac.uk/en/publications/simultaneous-multiprocessing-in-a-software-defined-heterogeneous-
427,Correction to: Simultaneous multiprocessing in a software-defined heterogeneous FPGA,"Amiri, S.",25 May 2018,https://pureportal.coventry.ac.uk/en/publications/correction-to-simultaneous-multiprocessing-in-a-software-defined-
428,Multi-precision convolutional neural networks on heterogeneous hardware,"Amiri, S.",Mar 2018,https://pureportal.coventry.ac.uk/en/publications/multi-precision-convolutional-neural-networks-on-heterogeneous-ha
429,Programmable Architectures for Histogram of Oriented Gradients Processing,"Amiri, M.",13 Oct 2018,https://pureportal.coventry.ac.uk/en/publications/programmable-architectures-for-histogram-of-oriented-gradients-pr
430,Workload Partitioning Strategy for Improved Parallelism on FPGA-CPU Heterogeneous Chips,"Amiri, S.",Aug 2018,https://pureportal.coventry.ac.uk/en/publications/workload-partitioning-strategy-for-improved-parallelism-on-fpga-c
431,FPGA-Based Soft-Core Processors for Image Processing Applications,"Amiri, M.",Apr 2017,https://pureportal.coventry.ac.uk/en/publications/fpga-based-soft-core-processors-for-image-processing-applications
432,Application of digital signal processing in discrimination of neutrons and gamma rays,"Amiri, M.",Jul 2015,https://pureportal.coventry.ac.uk/en/publications/application-of-digital-signal-processing-in-discrimination-of-neu
433,Neutron/gamma-ray discrimination through measures of fit,"Amiri, M.",Apr 2015,https://pureportal.coventry.ac.uk/en/publications/neutrongamma-ray-discrimination-through-measures-of-fit
434,Optimum filter-based discrimination of neutrons and gamma rays,"Amiri, M.",Apr 2015,https://pureportal.coventry.ac.uk/en/publications/optimum-filter-based-discrimination-of-neutrons-and-gamma-rays
435,Quick algorithms for real-time discrimination of neutrons and gamma rays,"Amiri, M.",Jan 2015,https://pureportal.coventry.ac.uk/en/publications/quick-algorithms-for-real-time-discrimination-of-neutrons-and-gam
436,Significant reliability improvement of NMR systems,"Amiri, M.",May 2015,https://pureportal.coventry.ac.uk/en/publications/significant-reliability-improvement-of-nmr-systems
437,A counter/discriminator of neutrons and gamma rays,"Amiri, M.",Aug 2014,https://pureportal.coventry.ac.uk/en/publications/a-counterdiscriminator-of-neutrons-and-gamma-rays
438,Digital data processing of stilbene,"Amiri, M.",30 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/digital-data-processing-of-stilbene
439,Digital two-parametric processing of the output data from radiation detectors,"Amiri, M.",Apr 2014,https://pureportal.coventry.ac.uk/en/publications/digital-two-parametric-processing-of-the-output-data-from-radiati
440,General solutions for MTTF and steady-state availability of NMR systems,"Amiri, M.",May 2014,https://pureportal.coventry.ac.uk/en/publications/general-solutions-for-mttf-and-steady-state-availability-of-nmr-s
441,"Safety evaluation of parallel, standby, and NMR systems","Amiri, M.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/safety-evaluation-of-parallel-standby-and-nmr-systems
442,Design of a simple reliable voter for modular redundancy implementations,"Amiri, M.",May 2013,https://pureportal.coventry.ac.uk/en/publications/design-of-a-simple-reliable-voter-for-modular-redundancy-implemen
443,Fault collapsing and test generation for a circuit,"Amiri, M.",Oct 2013,https://pureportal.coventry.ac.uk/en/publications/fault-collapsing-and-test-generation-for-a-circuit
444,Discrimination of neutron and photon signals using time and frequency domain data,"Amiri, M.",Apr 2012,https://pureportal.coventry.ac.uk/en/publications/discrimination-of-neutron-and-photon-signals-using-time-and-frequ
445,Quick algorithms to calculate mean time to failure and steady state availability of systems,"Amiri, M.",Oct 2012,https://pureportal.coventry.ac.uk/en/publications/quick-algorithms-to-calculate-mean-time-to-failure-and-steady-sta
446,Wireless sensor networks: Evaluation of power consumption and lifetime bounds,"Amiri, M.",25 Nov 2011,https://pureportal.coventry.ac.uk/en/publications/wireless-sensor-networks-evaluation-of-power-consumption-and-life
447,Evaluation of Lifetime Bounds of Wireless Sensor Networks,"Amiri, M.",8 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-lifetime-bounds-of-wireless-sensor-networks
448,An Empirical Evaluation of Learning Style and Knowledge Level Adaptation,"Anane, R.",2016,https://pureportal.coventry.ac.uk/en/publications/an-empirical-evaluation-of-learning-style-and-knowledge-level-ada-2
449,Usability and Effectiveness Evaluation of Adaptivity in E-Learning Systems,"Anane, R.",2016,https://pureportal.coventry.ac.uk/en/publications/usability-and-effectiveness-evaluation-of-adaptivity-in-e-learnin-2
450,An E-Learning Investigation into Learning Style Adaptivity,"Anane, R.",5 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/an-e-learning-investigation-into-learning-style-adaptivity
451,Design and Usability Evaluation of Adaptive e-learning Systems Based on Learner Knowledge and Learning Style,"Anane, R.",Aug 2015,https://pureportal.coventry.ac.uk/en/publications/design-and-usability-evaluation-of-adaptive-e-learning-systems-ba-2
452,Students' Satisfaction in Learning Style-Based Adaptation,"Anane, R.",2015,https://pureportal.coventry.ac.uk/en/publications/students-satisfaction-in-learning-style-based-adaptation-2
453,The Impact of Learning Style Adaptivity in Teaching Computer Security,"Anane, R.",2015,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-learning-style-adaptivity-in-teaching-computer-secu-2
454,Adaptivity in E-learning systems,"Anane, R.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/adaptivity-in-e-learning-systems-2
455,Social Network Enhancement for Non-formal Learning,"Anane, R.",2014,https://pureportal.coventry.ac.uk/en/publications/social-network-enhancement-for-non-formal-learning-2
456,The Learning Object Triangle,"Anane, R.",17 Sep 2014,https://pureportal.coventry.ac.uk/en/publications/the-learning-object-triangle-2
457,Agent-based interaction protocols and topologies for manufacturing task allocation,"Anane, R.",2013,https://pureportal.coventry.ac.uk/en/publications/agent-based-interaction-protocols-and-topologies-for-manufacturin-2
458,A Recommendation Cascade for e-learning,"Anane, R.",25 Mar 2013,https://pureportal.coventry.ac.uk/en/publications/a-recommendation-cascade-for-e-learning
459,Hybrid P2P Architecture for Transaction Management,"Anane, R.",19 Dec 2013,https://pureportal.coventry.ac.uk/en/publications/hybrid-p2p-architecture-for-transaction-management
460,Hybrid Profiling in Information Retrieval,"Anane, R.",11 Jun 2013,https://pureportal.coventry.ac.uk/en/publications/hybrid-profiling-in-information-retrieval
461,A new agents-based model for dynamic job allocation in manufacturing shopfloors,"Anane, R.",4 May 2012,https://pureportal.coventry.ac.uk/en/publications/a-new-agents-based-model-for-dynamic-job-allocation-in-manufactur-2
462,An optimized approach for storing and accessing small files on cloud storage,"Chao, K-M.",Nov 2012,https://pureportal.coventry.ac.uk/en/publications/an-optimized-approach-for-storing-and-accessing-small-files-on-cl-2
463,A service-oriented architecture for robust e-voting,"Anane, R.",2012,https://pureportal.coventry.ac.uk/en/publications/a-service-oriented-architecture-for-robust-e-voting-2
464,File management in a mobile DHT-based P2P environment,"Anane, R.",2012,https://pureportal.coventry.ac.uk/en/publications/file-management-in-a-mobile-dht-based-p2p-environment-4
465,The Impact of Modes of Mediation on the Web Retrieval Process,"Anane, R.",Sep 2012,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-modes-of-mediation-on-the-web-retrieval-process
466,Model interoperability via model driven development,"Anane, R.",Mar 2011,https://pureportal.coventry.ac.uk/en/publications/model-interoperability-via-model-driven-development-2
467,Robust e-Voting Composition,"Anane, R.",Dec 2011,https://pureportal.coventry.ac.uk/en/publications/robust-e-voting-composition
468,An architecture for grid-enabled distributed simulation,"Anane, R.",2009,https://pureportal.coventry.ac.uk/en/publications/an-architecture-for-grid-enabled-distributed-simulation-2
469,Stateless data concealment for distributed systems,"Anane, R.",Mar 2008,https://pureportal.coventry.ac.uk/en/publications/stateless-data-concealment-for-distributed-systems-2
470,A timed automata approach to QoS resolution,"Anane, R.",Jan 2006,https://pureportal.coventry.ac.uk/en/publications/a-timed-automata-approach-to-qos-resolution-2
471,eLearning content provision,"Anane, R.",2004,https://pureportal.coventry.ac.uk/en/publications/elearning-content-provision-2
472,Implementation of a proactive load sharing scheme,"Anane, R.",2003,https://pureportal.coventry.ac.uk/en/publications/implementation-of-a-proactive-load-sharing-scheme-2
473,Multiple evolutionary agents for decision support,"Chao, K-M.",2003,https://pureportal.coventry.ac.uk/en/publications/multiple-evolutionary-agents-for-decision-support-2
474,Transaction oriented engineering design and formal specification: a multi-agent approach,"Chao, K-M.",2003,https://pureportal.coventry.ac.uk/en/publications/transaction-oriented-engineering-design-and-formal-specification--2
475,An agent-based approach to engineering design,"Chao, K-M.",May 2002,https://pureportal.coventry.ac.uk/en/publications/an-agent-based-approach-to-engineering-design-2
476,Data mining and serial documents,"Anane, R.",Aug 2001,https://pureportal.coventry.ac.uk/en/publications/data-mining-and-serial-documents-2
477,HiSQL: A front-end Query System for Historical Databases,"Anane, R.",Nov 1997,https://pureportal.coventry.ac.uk/en/publications/hisql-a-front-end-query-system-for-historical-databases
478,A critical comparison on attitude estimation: From gaussian approximate filters to coordinate-free dual optimal control,"Arvanitakis, I.",Jul 2021,https://pureportal.coventry.ac.uk/en/publications/a-critical-comparison-on-attitude-estimation-from-gaussian-approx
479,A New Approach for Broken Rotor Bar Detection in Induction Motors Using Frequency Extraction in Stray Flux Signals,"Arvanitakis, I.",1 Jul 2019,https://pureportal.coventry.ac.uk/en/publications/a-new-approach-for-broken-rotor-bar-detection-in-induction-motors
480,Development and Evaluation of a Novel Robotic System for Search and Rescue,"Huda, M. N.",2019,https://pureportal.coventry.ac.uk/en/publications/development-and-evaluation-of-a-novel-robotic-system-for-search-a
481,FEM approach for diagnosis of induction machines' non-adjacent broken rotor bars by short-time Fourier transform spectrogram,"Arvanitakis, I.",17 Jun 2019,https://pureportal.coventry.ac.uk/en/publications/fem-approach-for-diagnosis-of-induction-machines-non-adjacent-bro-2
482,Frequency Extraction of Current Signal Spectral Components: A New Tool for the Detection of Rotor Electrical Faults in Induction Motors ,"Arvanitakis, I.",14 Oct 2019,https://pureportal.coventry.ac.uk/en/publications/frequency-extraction-of-current-signal-spectral-components-a-new-
483,On the broken rotor bar diagnosis using time-frequency analysis: 'Is one spectral representation enough for the characterisation of monitored signals?',"Arvanitakis, I.",11 Jul 2019,https://pureportal.coventry.ac.uk/en/publications/on-the-broken-rotor-bar-diagnosis-using-time-frequency-analysis-i
484,Analysis of Stray Flux Spectral Components in Induction Machines under Rotor Bar Breakages at Various Locations,"Arvanitakis, I.",25 Oct 2018,https://pureportal.coventry.ac.uk/en/publications/analysis-of-stray-flux-spectral-components-in-induction-machines-
